"Model","Scenario","Region","Fuel","Period","Rate","Size","Category","Type"
"AIM/CGE 2.0","SFCM_SSP2_LifeStyle_1p5Degree","R5ASIA","Oil","2020-2030",0.00226285082340264,9796.68645,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_LifeStyle_1p5Degree","R5LAM","Total","2020-2030",0.380165990357289,1964.79606,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_LifeStyle_1p5Degree","R5LAM","Coal","2020-2030",-0.0243188598413619,1964.79606,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_LifeStyle_1p5Degree","R5LAM","Gas","2020-2030",0.00127249848007123,1964.79606,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_LifeStyle_1p5Degree","R5LAM","Oil","2020-2030",-0.0119614857126698,1964.79606,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_LifeStyle_1p5Degree","R5MAF","Total","2020-2030",0.416140266602618,2313.2406,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_LifeStyle_1p5Degree","R5MAF","Coal","2020-2030",-0.0871502341779753,2313.2406,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_LifeStyle_1p5Degree","R5MAF","Gas","2020-2030",-0.103999039269845,2313.2406,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_LifeStyle_1p5Degree","R5MAF","Oil","2020-2030",-0.0308754653536688,2313.2406,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_LifeStyle_1p5Degree","R5OECD90+EU","Total","2020-2030",0.228922895429096,14599.84845,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_LifeStyle_1p5Degree","R5OECD90+EU","Coal","2020-2030",-0.253125995975664,14599.84845,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_LifeStyle_1p5Degree","R5OECD90+EU","Gas","2020-2030",-0.00132432059594426,14599.84845,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_LifeStyle_1p5Degree","R5OECD90+EU","Oil","2020-2030",-0.0103167618839222,14599.84845,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_LifeStyle_1p5Degree","R5REF","Total","2020-2030",0.633632487692272,2948.36085,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_LifeStyle_1p5Degree","R5REF","Coal","2020-2030",-0.0751324994700021,2948.36085,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_LifeStyle_1p5Degree","R5REF","Gas","2020-2030",-0.104737003274209,2948.36085,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_LifeStyle_1p5Degree","R5REF","Oil","2020-2030",-0.00305278778884885,2948.36085,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_LifeStyle_1p5Degree","World","Total","2020-2030",0.335582084543616,31622.96019,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_LifeStyle_1p5Degree","World","Coal","2020-2030",-0.228725186906672,31622.96019,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_LifeStyle_1p5Degree","World","Gas","2020-2030",-0.0160927951381645,31622.96019,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_LifeStyle_1p5Degree","World","Oil","2020-2030",-0.00734757020228219,31622.96019,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_LifeStyle_2Degree","R5ASIA","Total","2020-2030",0.207202198714285,8869.52895,"H2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_LifeStyle_2Degree","R5ASIA","Coal","2020-2030",-0.132618176977708,8869.52895,"H2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_LifeStyle_2Degree","R5ASIA","Gas","2020-2030",0.0140723978357385,8869.52895,"H2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_LifeStyle_2Degree","R5ASIA","Oil","2020-2030",0.0125188903070213,8869.52895,"H2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_LifeStyle_2Degree","R5LAM","Total","2020-2030",0.230148921707965,1798.25496,"H2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_LifeStyle_2Degree","R5LAM","Coal","2020-2030",-0.0104276092195514,1798.25496,"H2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_LifeStyle_2Degree","R5LAM","Gas","2020-2030",0.0219674967558549,1798.25496,"H2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_LifeStyle_2Degree","R5LAM","Oil","2020-2030",0.00517518383488846,1798.25496,"H2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_LifeStyle_2Degree","R5MAF","Total","2020-2030",0.227538150370584,2067.09591,"H2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_LifeStyle_2Degree","R5MAF","Coal","2020-2030",-0.0424273782245547,2067.09591,"H2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_LifeStyle_2Degree","R5MAF","Gas","2020-2030",0.0167720519557315,2067.09591,"H2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_LifeStyle_2Degree","R5MAF","Oil","2020-2030",0.0241770204073405,2067.09591,"H2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_LifeStyle_2Degree","R5OECD90+EU","Total","2020-2030",0.127084607707414,13805.99328,"H2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_LifeStyle_2Degree","R5OECD90+EU","Coal","2020-2030",-0.133139226039084,13805.99328,"H2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_LifeStyle_2Degree","R5OECD90+EU","Gas","2020-2030",-0.000181095264157622,13805.99328,"H2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_LifeStyle_2Degree","R5OECD90+EU","Oil","2020-2030",-0.00153327323653457,13805.99328,"H2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_LifeStyle_2Degree","R5REF","Total","2020-2030",0.335349824944039,2420.0547,"H2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_LifeStyle_2Degree","R5REF","Coal","2020-2030",-0.033312288354474,2420.0547,"H2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_LifeStyle_2Degree","R5REF","Gas","2020-2030",0.0192618951960053,2420.0547,"H2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_LifeStyle_2Degree","R5REF","Oil","2020-2030",0.0039947196234862,2420.0547,"H2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_LifeStyle_2Degree","World","Total","2020-2030",0.182591141855302,28960.91391,"H2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_LifeStyle_2Degree","World","Coal","2020-2030",-0.110542877546919,28960.91391,"H2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_LifeStyle_2Degree","World","Gas","2020-2030",0.00839129043907993,28960.91391,"H2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_LifeStyle_2Degree","World","Oil","2020-2030",0.00548388288068358,28960.91391,"H2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_Ref_1p5Degree","R5ASIA","Total","2020-2030",0.415711894823866,10332.70155,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_Ref_1p5Degree","R5ASIA","Coal","2020-2030",-0.307352516148112,10332.70155,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_Ref_1p5Degree","R5ASIA","Gas","2020-2030",0.00353544519051749,10332.70155,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_Ref_1p5Degree","R5ASIA","Oil","2020-2030",-5.37710295135324e-06,10332.70155,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_Ref_1p5Degree","R5LAM","Total","2020-2030",0.399868899920111,2034.23217,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_Ref_1p5Degree","R5LAM","Coal","2020-2030",-0.024226202262842,2034.23217,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_Ref_1p5Degree","R5LAM","Gas","2020-2030",-0.00323653322226244,2034.23217,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_Ref_1p5Degree","R5LAM","Oil","2020-2030",-0.0151447904788567,2034.23217,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_Ref_1p5Degree","R5MAF","Total","2020-2030",0.45550947832648,2374.75941,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_Ref_1p5Degree","R5MAF","Coal","2020-2030",-0.0866472869350584,2374.75941,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_Ref_1p5Degree","R5MAF","Gas","2020-2030",-0.106732799513362,2374.75941,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_Ref_1p5Degree","R5MAF","Oil","2020-2030",-0.0355269083869006,2374.75941,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_Ref_1p5Degree","R5OECD90+EU","Total","2020-2030",0.246376961160048,14805.17043,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_Ref_1p5Degree","R5OECD90+EU","Coal","2020-2030",-0.24720068825307,14805.17043,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_Ref_1p5Degree","R5OECD90+EU","Gas","2020-2030",-0.0029796779583577,14805.17043,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_Ref_1p5Degree","R5OECD90+EU","Oil","2020-2030",-0.0111756687153516,14805.17043,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_Ref_1p5Degree","R5REF","Total","2020-2030",0.649884436015846,3046.89651,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_Ref_1p5Degree","R5REF","Coal","2020-2030",-0.0725842112701097,3046.89651,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_Ref_1p5Degree","R5REF","Gas","2020-2030",-0.112755802132577,3046.89651,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_Ref_1p5Degree","R5REF","Oil","2020-2030",-0.00389316143855506,3046.89651,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_Ref_1p5Degree","World","Total","2020-2030",0.36259886813037,32593.7184,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_Ref_1p5Degree","World","Coal","2020-2030",-0.224332640120005,32593.7184,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_Ref_1p5Degree","World","Gas","2020-2030",-0.0187534092458748,32593.7184,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_Ref_1p5Degree","World","Oil","2020-2030",-0.00897569207691259,32593.7184,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_CCS_1p5Degree","R5ASIA","Total","2020-2030",0.410129464725348,10296.42087,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_CCS_1p5Degree","R5ASIA","Coal","2020-2030",-0.301361288468776,10296.42087,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_CCS_1p5Degree","R5ASIA","Gas","2020-2030",0.00591946665443563,10296.42087,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_CCS_1p5Degree","R5ASIA","Oil","2020-2030",0.0014461413522231,10296.42087,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_CCS_1p5Degree","R5LAM","Total","2020-2030",0.40021845240127,2034.67665,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_CCS_1p5Degree","R5LAM","Coal","2020-2030",-0.023497286411578,2034.67665,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_CCS_1p5Degree","R5LAM","Gas","2020-2030",0.00215721746253884,2034.67665,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_CCS_1p5Degree","R5LAM","Oil","2020-2030",-0.0122879475714237,2034.67665,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_CCS_1p5Degree","R5MAF","Total","2020-2030",0.456042285473724,2375.57892,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_CCS_1p5Degree","R5MAF","Coal","2020-2030",-0.0839628598825923,2375.57892,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_CCS_1p5Degree","R5MAF","Gas","2020-2030",-0.0970835184882008,2375.57892,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_CCS_1p5Degree","R5MAF","Oil","2020-2030",-0.0295273288584325,2375.57892,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_CCS_1p5Degree","R5OECD90+EU","Total","2020-2030",0.245155354435312,14794.86405,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_CCS_1p5Degree","R5OECD90+EU","Coal","2020-2030",-0.243395969562829,14794.86405,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_CCS_1p5Degree","R5OECD90+EU","Gas","2020-2030",0.000294795544268626,14794.86405,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_CCS_1p5Degree","R5OECD90+EU","Oil","2020-2030",-0.0103835628013087,14794.86405,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_CCS_1p5Degree","R5REF","Total","2020-2030",0.644520826944817,3034.83999,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_CCS_1p5Degree","R5REF","Coal","2020-2030",-0.0714354366999098,3034.83999,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_CCS_1p5Degree","R5REF","Gas","2020-2030",-0.106512396391613,3034.83999,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_CCS_1p5Degree","R5REF","Oil","2020-2030",-0.00340517458385014,3034.83999,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_CCS_1p5Degree","World","Total","2020-2030",0.359711222837491,32536.33881,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_CCS_1p5Degree","World","Coal","2020-2030",-0.220304649575291,32536.33881,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_CCS_1p5Degree","World","Gas","2020-2030",-0.0148828416997911,32536.33881,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_CCS_1p5Degree","World","Oil","2020-2030",-0.0075050300350619,32536.33881,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_bio_1p5Degree","R5ASIA","Total","2020-2030",0.417056760499624,10340.81331,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_bio_1p5Degree","R5ASIA","Coal","2020-2030",-0.306493534404597,10340.81331,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_bio_1p5Degree","R5ASIA","Gas","2020-2030",0.00357565492109247,10340.81331,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_bio_1p5Degree","R5ASIA","Oil","2020-2030",5.91017342329373e-05,10340.81331,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_bio_1p5Degree","R5LAM","Total","2020-2030",0.402927407649692,2038.37139,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_bio_1p5Degree","R5LAM","Coal","2020-2030",-0.0241361217300052,2038.37139,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_bio_1p5Degree","R5LAM","Gas","2020-2030",-0.00310730420917064,2038.37139,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_bio_1p5Degree","R5LAM","Oil","2020-2030",-0.0150458940654578,2038.37139,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_bio_1p5Degree","R5MAF","Total","2020-2030",0.459123717054784,2380.50987,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_bio_1p5Degree","R5MAF","Coal","2020-2030",-0.0863562897136822,2380.50987,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_bio_1p5Degree","R5MAF","Gas","2020-2030",-0.106066529352386,2380.50987,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_bio_1p5Degree","R5MAF","Oil","2020-2030",-0.0351960229427656,2380.50987,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_bio_1p5Degree","R5OECD90+EU","Total","2020-2030",0.248003359605246,14817.74088,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_bio_1p5Degree","R5OECD90+EU","Coal","2020-2030",-0.246734133739286,14817.74088,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_bio_1p5Degree","R5OECD90+EU","Gas","2020-2030",-0.00301652055883432,14817.74088,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_bio_1p5Degree","R5OECD90+EU","Oil","2020-2030",-0.0111493149554927,14817.74088,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_bio_1p5Degree","R5REF","Total","2020-2030",0.652729638019341,3053.66094,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_bio_1p5Degree","R5REF","Coal","2020-2030",-0.0723324508974464,3053.66094,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_bio_1p5Degree","R5REF","Gas","2020-2030",-0.112342275956806,3053.66094,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_bio_1p5Degree","R5REF","Oil","2020-2030",-0.00387544008078382,3053.66094,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_bio_1p5Degree","World","Total","2020-2030",0.364530652535638,32631.09639,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_bio_1p5Degree","World","Coal","2020-2030",-0.223745355434562,32631.09639,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_bio_1p5Degree","World","Gas","2020-2030",-0.0186791449700351,32631.09639,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_bio_1p5Degree","World","Oil","2020-2030",-0.00891433056748726,32631.09639,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_nuclear_1p5Degree","R5ASIA","Total","2020-2030",0.416127781246919,10565.77575,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_nuclear_1p5Degree","R5ASIA","Coal","2020-2030",-0.304306043974102,10565.77575,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_nuclear_1p5Degree","R5ASIA","Gas","2020-2030",0.00355736681237059,10565.77575,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_nuclear_1p5Degree","R5ASIA","Oil","2020-2030",-0.000141979163243176,10565.77575,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_nuclear_1p5Degree","R5LAM","Total","2020-2030",0.398968862356692,2047.5249,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_nuclear_1p5Degree","R5LAM","Coal","2020-2030",-0.0242860050200122,2047.5249,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_nuclear_1p5Degree","R5LAM","Gas","2020-2030",-0.00392103656468353,2047.5249,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_nuclear_1p5Degree","R5LAM","Oil","2020-2030",-0.0154127942473374,2047.5249,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_nuclear_1p5Degree","R5MAF","Total","2020-2030",0.456864085657671,2397.33066,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_nuclear_1p5Degree","R5MAF","Coal","2020-2030",-0.0863645317913717,2397.33066,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_nuclear_1p5Degree","R5MAF","Gas","2020-2030",-0.105982826749481,2397.33066,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_nuclear_1p5Degree","R5MAF","Oil","2020-2030",-0.0348331923473585,2397.33066,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_nuclear_1p5Degree","R5OECD90+EU","Total","2020-2030",0.242708603842845,15029.85507,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_nuclear_1p5Degree","R5OECD90+EU","Coal","2020-2030",-0.248558540491635,15029.85507,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_nuclear_1p5Degree","R5OECD90+EU","Gas","2020-2030",-0.00408848652989703,15029.85507,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_nuclear_1p5Degree","R5OECD90+EU","Oil","2020-2030",-0.0114725297880068,15029.85507,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_nuclear_1p5Degree","R5REF","Total","2020-2030",0.641967144804722,3066.73143,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_nuclear_1p5Degree","R5REF","Coal","2020-2030",-0.0713085462459293,3066.73143,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_nuclear_1p5Degree","R5REF","Gas","2020-2030",-0.111917821248534,3066.73143,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_nuclear_1p5Degree","R5REF","Oil","2020-2030",-0.00397668340980221,3066.73143,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_nuclear_1p5Degree","World","Total","2020-2030",0.360208900419882,33107.20392,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_nuclear_1p5Degree","World","Coal","2020-2030",-0.22431622368187,33107.20392,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_nuclear_1p5Degree","World","Gas","2020-2030",-0.0190037624898889,33107.20392,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_nuclear_1p5Degree","World","Oil","2020-2030",-0.00909827784695628,33107.20392,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_nuclear_2Degree","R5ASIA","Total","2020-2030",0.242140924967828,9520.01154,"H2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_nuclear_2Degree","R5ASIA","Coal","2020-2030",-0.133445970591754,9520.01154,"H2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_nuclear_2Degree","R5ASIA","Gas","2020-2030",0.019297155179709,9520.01154,"H2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_nuclear_2Degree","R5ASIA","Oil","2020-2030",0.0141613630859107,9520.01154,"H2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_nuclear_2Degree","R5LAM","Total","2020-2030",0.247938056316489,1871.02467,"H2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_nuclear_2Degree","R5LAM","Coal","2020-2030",-0.0111207619726361,1871.02467,"H2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_nuclear_2Degree","R5LAM","Gas","2020-2030",0.0240826113746539,1871.02467,"H2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_nuclear_2Degree","R5LAM","Oil","2020-2030",0.0052857026198377,1871.02467,"H2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_nuclear_2Degree","R5MAF","Total","2020-2030",0.242946015661594,2105.46009,"H2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_nuclear_2Degree","R5MAF","Coal","2020-2030",-0.0427758096331334,2105.46009,"H2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_nuclear_2Degree","R5MAF","Gas","2020-2030",0.00827280463910383,2105.46009,"H2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_nuclear_2Degree","R5MAF","Oil","2020-2030",0.0200157011762688,2105.46009,"H2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_nuclear_2Degree","R5OECD90+EU","Total","2020-2030",0.143516023463068,14226.80472,"H2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_nuclear_2Degree","R5OECD90+EU","Coal","2020-2030",-0.138903859221595,14226.80472,"H2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_nuclear_2Degree","R5OECD90+EU","Gas","2020-2030",0.00189602518140142,14226.80472,"H2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_nuclear_2Degree","R5OECD90+EU","Oil","2020-2030",-0.00201318430692566,14226.80472,"H2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_nuclear_2Degree","R5REF","Total","2020-2030",0.362106827195158,2542.73118,"H2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_nuclear_2Degree","R5REF","Coal","2020-2030",-0.0354743201756782,2542.73118,"H2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_nuclear_2Degree","R5REF","Gas","2020-2030",0.00641312779276967,2542.73118,"H2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_nuclear_2Degree","R5REF","Oil","2020-2030",0.00314647496476604,2542.73118,"H2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_nuclear_2Degree","World","Total","2020-2030",0.206276331127408,30266.0322,"H2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_nuclear_2Degree","World","Coal","2020-2030",-0.113911096017403,30266.0322,"H2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_nuclear_2Degree","World","Gas","2020-2030",0.00956319011647653,30266.0322,"H2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_nuclear_2Degree","World","Oil","2020-2030",0.00549247813197,30266.0322,"H2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_solar_1p5Degree","R5ASIA","Total","2020-2030",0.418678909618785,10352.96706,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_solar_1p5Degree","R5ASIA","Coal","2020-2030",-0.306501340302729,10352.96706,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_solar_1p5Degree","R5ASIA","Gas","2020-2030",0.00309919850165156,10352.96706,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_solar_1p5Degree","R5ASIA","Oil","2020-2030",-0.000193196789713344,10352.96706,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_solar_1p5Degree","R5LAM","Total","2020-2030",0.405719027602062,2042.08002,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_solar_1p5Degree","R5LAM","Coal","2020-2030",-0.0242147220068291,2042.08002,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_solar_1p5Degree","R5LAM","Gas","2020-2030",-0.00516943503516576,2042.08002,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_solar_1p5Degree","R5LAM","Oil","2020-2030",-0.0161476825966888,2042.08002,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_solar_1p5Degree","R5MAF","Total","2020-2030",0.473234778888458,2402.51163,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_solar_1p5Degree","R5MAF","Coal","2020-2030",-0.0863517318332399,2402.51163,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_solar_1p5Degree","R5MAF","Gas","2020-2030",-0.108760630640527,2402.51163,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_solar_1p5Degree","R5MAF","Oil","2020-2030",-0.0378800580457544,2402.51163,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_solar_1p5Degree","R5OECD90+EU","Total","2020-2030",0.252893622865343,14867.45319,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_solar_1p5Degree","R5OECD90+EU","Coal","2020-2030",-0.246193142377736,14867.45319,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_solar_1p5Degree","R5OECD90+EU","Gas","2020-2030",-0.0051963291232666,14867.45319,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_solar_1p5Degree","R5OECD90+EU","Oil","2020-2030",-0.0113717580166129,14867.45319,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_solar_1p5Degree","R5REF","Total","2020-2030",0.675890985324948,3113.9991,"L2C","2C"
"AIM/CGE 2.0","SFCM_SSP2_ST_solar_1p5Degree","R5REF","Coal","2020-2030",-0.0714126410633837,3113.9991,"L2C","2C"
