"Model","Scenario","Region","Fuel","Period","Rate","Size","Category","Type"
"IMAGE 3.0.1","ADVANCE_2020_Med2C","R5ASIA","Oil","2030-2040",-0.00122350224310614,14158.901243712,"H2C","2C"
"IMAGE 3.0.1","ADVANCE_2020_Med2C","R5LAM","Total","2030-2040",0.117130294948552,2457.8564172288,"H2C","2C"
"IMAGE 3.0.1","ADVANCE_2020_Med2C","R5LAM","Coal","2030-2040",-0.0378622689033739,2457.8564172288,"H2C","2C"
"IMAGE 3.0.1","ADVANCE_2020_Med2C","R5LAM","Gas","2030-2040",-0.026063480251392,2457.8564172288,"H2C","2C"
"IMAGE 3.0.1","ADVANCE_2020_Med2C","R5LAM","Oil","2030-2040",0.00345800007080267,2457.8564172288,"H2C","2C"
"IMAGE 3.0.1","ADVANCE_2020_Med2C","R5MAF","Total","2030-2040",0.186223260596431,3002.673572448,"H2C","2C"
"IMAGE 3.0.1","ADVANCE_2020_Med2C","R5MAF","Coal","2030-2040",-0.0416635561649839,3002.673572448,"H2C","2C"
"IMAGE 3.0.1","ADVANCE_2020_Med2C","R5MAF","Gas","2030-2040",0.047573485986204,3002.673572448,"H2C","2C"
"IMAGE 3.0.1","ADVANCE_2020_Med2C","R5MAF","Oil","2030-2040",-0.00969560693814118,3002.673572448,"H2C","2C"
"IMAGE 3.0.1","ADVANCE_2020_Med2C","R5OECD90+EU","Total","2030-2040",-0.0390587973841816,10216.954785444,"H2C","2C"
"IMAGE 3.0.1","ADVANCE_2020_Med2C","R5OECD90+EU","Coal","2030-2040",-0.0873602888280974,10216.954785444,"H2C","2C"
"IMAGE 3.0.1","ADVANCE_2020_Med2C","R5OECD90+EU","Gas","2030-2040",-0.00658343742740535,10216.954785444,"H2C","2C"
"IMAGE 3.0.1","ADVANCE_2020_Med2C","R5OECD90+EU","Oil","2030-2040",-0.00266047662482816,10216.954785444,"H2C","2C"
"IMAGE 3.0.1","ADVANCE_2020_Med2C","R5REF","Total","2030-2040",-0.0678426656822168,1609.4140406016,"H2C","2C"
"IMAGE 3.0.1","ADVANCE_2020_Med2C","R5REF","Coal","2030-2040",-0.0377771385192298,1609.4140406016,"H2C","2C"
"IMAGE 3.0.1","ADVANCE_2020_Med2C","R5REF","Gas","2030-2040",-0.00930847757808802,1609.4140406016,"H2C","2C"
"IMAGE 3.0.1","ADVANCE_2020_Med2C","R5REF","Oil","2030-2040",-0.00328623382384747,1609.4140406016,"H2C","2C"
"IMAGE 3.0.1","ADVANCE_2020_Med2C","World","Total","2030-2040",0.0458108991552789,31445.79397617,"H2C","2C"
"IMAGE 3.0.1","ADVANCE_2020_Med2C","World","Coal","2030-2040",-0.0603215709429841,31445.79397617,"H2C","2C"
"IMAGE 3.0.1","ADVANCE_2020_Med2C","World","Gas","2030-2040",0.00779383863488157,31445.79397617,"H2C","2C"
"IMAGE 3.0.1","ADVANCE_2020_Med2C","World","Oil","2030-2040",-0.00223902181941903,31445.79397617,"H2C","2C"
"IMAGE 3.0.1","ADVANCE_2020_WB2C","R5ASIA","Total","2030-2040",0.0764169442095451,12023.768757888,"L2C","2C"
"IMAGE 3.0.1","ADVANCE_2020_WB2C","R5ASIA","Coal","2030-2040",-0.218111927359459,12023.768757888,"L2C","2C"
"IMAGE 3.0.1","ADVANCE_2020_WB2C","R5ASIA","Gas","2030-2040",0.0445509072810123,12023.768757888,"L2C","2C"
"IMAGE 3.0.1","ADVANCE_2020_WB2C","R5ASIA","Oil","2030-2040",0.00991780694115299,12023.768757888,"L2C","2C"
"IMAGE 3.0.1","ADVANCE_2020_WB2C","R5LAM","Total","2030-2040",0.187231272236411,2179.4678368128,"L2C","2C"
"IMAGE 3.0.1","ADVANCE_2020_WB2C","R5LAM","Coal","2030-2040",-0.0751947786958218,2179.4678368128,"L2C","2C"
"IMAGE 3.0.1","ADVANCE_2020_WB2C","R5LAM","Gas","2030-2040",0.0120196870744875,2179.4678368128,"L2C","2C"
"IMAGE 3.0.1","ADVANCE_2020_WB2C","R5LAM","Oil","2030-2040",-0.0100668495497897,2179.4678368128,"L2C","2C"
"IMAGE 3.0.1","ADVANCE_2020_WB2C","R5MAF","Total","2030-2040",0.207414531871289,2561.0987420652,"L2C","2C"
"IMAGE 3.0.1","ADVANCE_2020_WB2C","R5MAF","Coal","2030-2040",-0.109394595422306,2561.0987420652,"L2C","2C"
"IMAGE 3.0.1","ADVANCE_2020_WB2C","R5MAF","Gas","2030-2040",0.131858900473195,2561.0987420652,"L2C","2C"
"IMAGE 3.0.1","ADVANCE_2020_WB2C","R5MAF","Oil","2030-2040",-0.0921320399496698,2561.0987420652,"L2C","2C"
"IMAGE 3.0.1","ADVANCE_2020_WB2C","R5OECD90+EU","Total","2030-2040",0.0048165835240039,9308.586955164,"L2C","2C"
"IMAGE 3.0.1","ADVANCE_2020_WB2C","R5OECD90+EU","Coal","2030-2040",-0.108536773045979,9308.586955164,"L2C","2C"
"IMAGE 3.0.1","ADVANCE_2020_WB2C","R5OECD90+EU","Gas","2030-2040",-0.0397002712621154,9308.586955164,"L2C","2C"
"IMAGE 3.0.1","ADVANCE_2020_WB2C","R5OECD90+EU","Oil","2030-2040",0.0144665051412658,9308.586955164,"L2C","2C"
"IMAGE 3.0.1","ADVANCE_2020_WB2C","R5REF","Total","2030-2040",-0.0138883509207602,1436.4751843776,"L2C","2C"
"IMAGE 3.0.1","ADVANCE_2020_WB2C","R5REF","Coal","2030-2040",-0.0422586033599333,1436.4751843776,"L2C","2C"
"IMAGE 3.0.1","ADVANCE_2020_WB2C","R5REF","Gas","2030-2040",0.0299637179467528,1436.4751843776,"L2C","2C"
"IMAGE 3.0.1","ADVANCE_2020_WB2C","R5REF","Oil","2030-2040",-0.00335295791558479,1436.4751843776,"L2C","2C"
"IMAGE 3.0.1","ADVANCE_2020_WB2C","World","Total","2030-2040",0.0684485041817767,27509.398306374,"L2C","2C"
"IMAGE 3.0.1","ADVANCE_2020_WB2C","World","Coal","2030-2040",-0.150407181643217,27509.398306374,"L2C","2C"
"IMAGE 3.0.1","ADVANCE_2020_WB2C","World","Gas","2030-2040",0.0208313945499572,27509.398306374,"L2C","2C"
"IMAGE 3.0.1","ADVANCE_2020_WB2C","World","Oil","2030-2040",-0.000320033872087999,27509.398306374,"L2C","2C"
"IMAGE 3.0.1","ADVANCE_2030_Med2C","R5ASIA","Total","2030-2040",0.0906814278257198,16157.353925193,"H2C","2C"
"IMAGE 3.0.1","ADVANCE_2030_Med2C","R5ASIA","Coal","2030-2040",-0.0351331271677407,16157.353925193,"H2C","2C"
"IMAGE 3.0.1","ADVANCE_2030_Med2C","R5ASIA","Gas","2030-2040",-0.0453468433117119,16157.353925193,"H2C","2C"
"IMAGE 3.0.1","ADVANCE_2030_Med2C","R5ASIA","Oil","2030-2040",-0.00623041814401534,16157.353925193,"H2C","2C"
"IMAGE 3.0.1","ADVANCE_2030_Med2C","R5LAM","Total","2030-2040",0.108333467442843,2760.2648124096,"H2C","2C"
"IMAGE 3.0.1","ADVANCE_2030_Med2C","R5LAM","Coal","2030-2040",-0.0514658442193406,2760.2648124096,"H2C","2C"
"IMAGE 3.0.1","ADVANCE_2030_Med2C","R5LAM","Gas","2030-2040",-0.0939753377917958,2760.2648124096,"H2C","2C"
"IMAGE 3.0.1","ADVANCE_2030_Med2C","R5LAM","Oil","2030-2040",0.00169553496105123,2760.2648124096,"H2C","2C"
"IMAGE 3.0.1","ADVANCE_2030_Med2C","R5MAF","Total","2030-2040",0.192183322827511,3388.760163849,"H2C","2C"
"IMAGE 3.0.1","ADVANCE_2030_Med2C","R5MAF","Coal","2030-2040",-0.0414825355414748,3388.760163849,"H2C","2C"
"IMAGE 3.0.1","ADVANCE_2030_Med2C","R5MAF","Gas","2030-2040",0.0123087976222027,3388.760163849,"H2C","2C"
"IMAGE 3.0.1","ADVANCE_2030_Med2C","R5MAF","Oil","2030-2040",-0.0130560694701236,3388.760163849,"H2C","2C"
"IMAGE 3.0.1","ADVANCE_2030_Med2C","R5OECD90+EU","Total","2030-2040",0.0184021483342587,10643.405909916,"H2C","2C"
"IMAGE 3.0.1","ADVANCE_2030_Med2C","R5OECD90+EU","Coal","2030-2040",-0.0770618480913572,10643.405909916,"H2C","2C"
"IMAGE 3.0.1","ADVANCE_2030_Med2C","R5OECD90+EU","Gas","2030-2040",-0.00381181090090739,10643.405909916,"H2C","2C"
"IMAGE 3.0.1","ADVANCE_2030_Med2C","R5OECD90+EU","Oil","2030-2040",-0.00617464835461853,10643.405909916,"H2C","2C"
"IMAGE 3.0.1","ADVANCE_2030_Med2C","R5REF","Total","2030-2040",-0.0802630129468328,1849.4108565888,"H2C","2C"
"IMAGE 3.0.1","ADVANCE_2030_Med2C","R5REF","Coal","2030-2040",-0.0798492731780443,1849.4108565888,"H2C","2C"
"IMAGE 3.0.1","ADVANCE_2030_Med2C","R5REF","Gas","2030-2040",0.00916744862786843,1849.4108565888,"H2C","2C"
"IMAGE 3.0.1","ADVANCE_2030_Med2C","R5REF","Oil","2030-2040",-0.00315741099139569,1849.4108565888,"H2C","2C"
"IMAGE 3.0.1","ADVANCE_2030_Med2C","World","Total","2030-2040",0.070774347030217,34799.18661501,"H2C","2C"
"IMAGE 3.0.1","ADVANCE_2030_Med2C","World","Coal","2030-2040",-0.0522473563198678,34799.18661501,"H2C","2C"
"IMAGE 3.0.1","ADVANCE_2030_Med2C","World","Gas","2030-2040",-0.027988784420205,34799.18661501,"H2C","2C"
"IMAGE 3.0.1","ADVANCE_2030_Med2C","World","Oil","2030-2040",-0.006086047649891,34799.18661501,"H2C","2C"
"IMAGE 3.0.1","ADVANCE_2030_WB2C","R5ASIA","Total","2030-2040",-0.179089961082505,14130.1658784,"L2C","2C"
"IMAGE 3.0.1","ADVANCE_2030_WB2C","R5ASIA","Coal","2030-2040",-0.4046274380645,14130.1658784,"L2C","2C"
"IMAGE 3.0.1","ADVANCE_2030_WB2C","R5ASIA","Gas","2030-2040",0.0824458564129407,14130.1658784,"L2C","2C"
"IMAGE 3.0.1","ADVANCE_2030_WB2C","R5ASIA","Oil","2030-2040",0.0111955132858011,14130.1658784,"L2C","2C"
"IMAGE 3.0.1","ADVANCE_2030_WB2C","R5LAM","Total","2030-2040",-0.027291370039654,2575.6376700864,"L2C","2C"
"IMAGE 3.0.1","ADVANCE_2030_WB2C","R5LAM","Coal","2030-2040",-0.0920018740444385,2575.6376700864,"L2C","2C"
"IMAGE 3.0.1","ADVANCE_2030_WB2C","R5LAM","Gas","2030-2040",-0.0893669655603689,2575.6376700864,"L2C","2C"
"IMAGE 3.0.1","ADVANCE_2030_WB2C","R5LAM","Oil","2030-2040",0.00819117322914923,2575.6376700864,"L2C","2C"
"IMAGE 3.0.1","ADVANCE_2030_WB2C","R5MAF","Total","2030-2040",-0.0728820380845187,2948.065216629,"L2C","2C"
"IMAGE 3.0.1","ADVANCE_2030_WB2C","R5MAF","Coal","2030-2040",-0.103171856214969,2948.065216629,"L2C","2C"
"IMAGE 3.0.1","ADVANCE_2030_WB2C","R5MAF","Gas","2030-2040",-0.171234481792038,2948.065216629,"L2C","2C"
"IMAGE 3.0.1","ADVANCE_2030_WB2C","R5MAF","Oil","2030-2040",-0.04583128885388,2948.065216629,"L2C","2C"
"IMAGE 3.0.1","ADVANCE_2030_WB2C","R5OECD90+EU","Total","2030-2040",-0.13641184079171,9881.768229609,"L2C","2C"
"IMAGE 3.0.1","ADVANCE_2030_WB2C","R5OECD90+EU","Coal","2030-2040",-0.175168056654339,9881.768229609,"L2C","2C"
"IMAGE 3.0.1","ADVANCE_2030_WB2C","R5OECD90+EU","Gas","2030-2040",-0.00866696741728668,9881.768229609,"L2C","2C"
"IMAGE 3.0.1","ADVANCE_2030_WB2C","R5OECD90+EU","Oil","2030-2040",0.010212232594226,9881.768229609,"L2C","2C"
"IMAGE 3.0.1","ADVANCE_2030_WB2C","R5REF","Total","2030-2040",-0.316363383352422,1669.241484192,"L2C","2C"
"IMAGE 3.0.1","ADVANCE_2030_WB2C","R5REF","Coal","2030-2040",-0.13850490837035,1669.241484192,"L2C","2C"
"IMAGE 3.0.1","ADVANCE_2030_WB2C","R5REF","Gas","2030-2040",-0.163977500130542,1669.241484192,"L2C","2C"
"IMAGE 3.0.1","ADVANCE_2030_WB2C","R5REF","Oil","2030-2040",-0.00344590353239651,1669.241484192,"L2C","2C"
"IMAGE 3.0.1","ADVANCE_2030_WB2C","World","Total","2030-2040",-0.150355305557875,31204.8843855,"L2C","2C"
"IMAGE 3.0.1","ADVANCE_2030_WB2C","World","Coal","2030-2040",-0.263444071541978,31204.8843855,"L2C","2C"
"IMAGE 3.0.1","ADVANCE_2030_WB2C","World","Gas","2030-2040",0.00226313909064877,31204.8843855,"L2C","2C"
"IMAGE 3.0.1","ADVANCE_2030_WB2C","World","Oil","2030-2040",0.00446536753919678,31204.8843855,"L2C","2C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_1000","R5ASIA","Total","2030-2040",-0.0450599054884917,12774.322007067,"L2C","2C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_1000","R5ASIA","Coal","2030-2040",-0.204973727498387,12774.322007067,"L2C","2C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_1000","R5ASIA","Gas","2030-2040",0.0497361855368852,12774.322007067,"L2C","2C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_1000","R5ASIA","Oil","2030-2040",0.0115692261732122,12774.322007067,"L2C","2C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_1000","R5LAM","Total","2030-2040",0.0791953552835752,2228.0240321088,"L2C","2C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_1000","R5LAM","Coal","2030-2040",-0.0706403700069759,2228.0240321088,"L2C","2C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_1000","R5LAM","Gas","2030-2040",0.0220510178047311,2228.0240321088,"L2C","2C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_1000","R5LAM","Oil","2030-2040",0.0259957729101244,2228.0240321088,"L2C","2C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_1000","R5MAF","Total","2030-2040",0.0977199866305574,2708.689952862,"L2C","2C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_1000","R5MAF","Coal","2030-2040",-0.0952129751441284,2708.689952862,"L2C","2C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_1000","R5MAF","Gas","2030-2040",-0.0232809418763376,2708.689952862,"L2C","2C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_1000","R5MAF","Oil","2030-2040",0.00781370415733154,2708.689952862,"L2C","2C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_1000","R5OECD90+EU","Total","2030-2040",-0.0727738633598098,9901.505568192,"L2C","2C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_1000","R5OECD90+EU","Coal","2030-2040",-0.0862776299334637,9901.505568192,"L2C","2C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_1000","R5OECD90+EU","Gas","2030-2040",-0.0425372780877108,9901.505568192,"L2C","2C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_1000","R5OECD90+EU","Oil","2030-2040",0.00635187108108491,9901.505568192,"L2C","2C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_1000","R5REF","Total","2030-2040",-0.0845417778855734,1626.9119025408,"L2C","2C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_1000","R5REF","Coal","2030-2040",-0.0548513499165097,1626.9119025408,"L2C","2C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_1000","R5REF","Gas","2030-2040",0.0115514992824442,1626.9119025408,"L2C","2C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_1000","R5REF","Oil","2030-2040",-0.0040220745405948,1626.9119025408,"L2C","2C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_1000","World","Total","2030-2040",-0.0339465661511852,29239.44930216,"L2C","2C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_1000","World","Coal","2030-2040",-0.136022043244713,29239.44930216,"L2C","2C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_1000","World","Gas","2030-2040",0.00749072678724562,29239.44930216,"L2C","2C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_1000","World","Oil","2030-2040",0.00968631657370091,29239.44930216,"L2C","2C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_1600","R5ASIA","Total","2030-2040",0.0166092964948576,13994.135512119,"H2C","2C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_1600","R5ASIA","Coal","2030-2040",-0.091338576145348,13994.135512119,"H2C","2C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_1600","R5ASIA","Gas","2030-2040",0.020278012851973,13994.135512119,"H2C","2C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_1600","R5ASIA","Oil","2030-2040",0.0010950355266268,13994.135512119,"H2C","2C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_1600","R5LAM","Total","2030-2040",0.0784908163981654,2351.6223280704,"H2C","2C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_1600","R5LAM","Coal","2030-2040",-0.0442603356325523,2351.6223280704,"H2C","2C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_1600","R5LAM","Gas","2030-2040",-0.00433399301016285,2351.6223280704,"H2C","2C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_1600","R5LAM","Oil","2030-2040",0.00609532680894451,2351.6223280704,"H2C","2C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_1600","R5MAF","Total","2030-2040",0.124860113157946,2901.200358018,"H2C","2C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_1600","R5MAF","Coal","2030-2040",-0.045291562568801,2901.200358018,"H2C","2C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_1600","R5MAF","Gas","2030-2040",0.00346734611975316,2901.200358018,"H2C","2C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_1600","R5MAF","Oil","2030-2040",-0.0070624224843946,2901.200358018,"H2C","2C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_1600","R5OECD90+EU","Total","2030-2040",-0.0752675632263139,10333.523397687,"H2C","2C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_1600","R5OECD90+EU","Coal","2030-2040",-0.0919784590714283,10333.523397687,"H2C","2C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_1600","R5OECD90+EU","Gas","2030-2040",-0.0175219944392373,10333.523397687,"H2C","2C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_1600","R5OECD90+EU","Oil","2030-2040",-0.00238966312140226,10333.523397687,"H2C","2C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_1600","R5REF","Total","2030-2040",-0.106676328022118,1704.0364809024,"H2C","2C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_1600","R5REF","Coal","2030-2040",-0.042143312462401,1704.0364809024,"H2C","2C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_1600","R5REF","Gas","2030-2040",-0.0272860521630248,1704.0364809024,"H2C","2C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_1600","R5REF","Oil","2030-2040",-0.00365449422861075,1704.0364809024,"H2C","2C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_1600","World","Total","2030-2040",-0.00576388445401863,31284.51699171,"H2C","2C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_1600","World","Coal","2030-2040",-0.0810612884305677,31284.51699171,"H2C","2C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_1600","World","Gas","2030-2040",0.00179259528797777,31284.51699171,"H2C","2C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_1600","World","Oil","2030-2040",-0.000695314174981962,31284.51699171,"H2C","2C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_400","R5ASIA","Total","2030-2040",0.103740209738309,12021.375766464,"HO15C","15C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_400","R5ASIA","Coal","2030-2040",-0.290429968149591,12021.375766464,"HO15C","15C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_400","R5ASIA","Gas","2030-2040",0.0474765233915882,12021.375766464,"HO15C","15C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_400","R5ASIA","Oil","2030-2040",0.0166621640255338,12021.375766464,"HO15C","15C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_400","R5LAM","Total","2030-2040",0.197640478956999,2118.542892096,"HO15C","15C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_400","R5LAM","Coal","2030-2040",-0.0845283120736955,2118.542892096,"HO15C","15C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_400","R5LAM","Gas","2030-2040",0.0506132787164458,2118.542892096,"HO15C","15C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_400","R5LAM","Oil","2030-2040",-0.0136002495688411,2118.542892096,"HO15C","15C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_400","R5MAF","Total","2030-2040",0.249503798511034,2484.8928288576,"HO15C","15C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_400","R5MAF","Coal","2030-2040",-0.0622260844295998,2484.8928288576,"HO15C","15C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_400","R5MAF","Gas","2030-2040",-0.0130910915082625,2484.8928288576,"HO15C","15C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_400","R5MAF","Oil","2030-2040",-0.130037726759731,2484.8928288576,"HO15C","15C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_400","R5OECD90+EU","Total","2030-2040",0.00859446148782843,9511.204160466,"HO15C","15C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_400","R5OECD90+EU","Coal","2030-2040",-0.0698013975658233,9511.204160466,"HO15C","15C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_400","R5OECD90+EU","Gas","2030-2040",-0.129768800294655,9511.204160466,"HO15C","15C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_400","R5OECD90+EU","Oil","2030-2040",0.00772061213735972,9511.204160466,"HO15C","15C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_400","R5REF","Total","2030-2040",-0.0181092216842812,1534.5218452608,"HO15C","15C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_400","R5REF","Coal","2030-2040",-0.0587625946445062,1534.5218452608,"HO15C","15C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_400","R5REF","Gas","2030-2040",-0.00827280895218696,1534.5218452608,"HO15C","15C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_400","R5REF","Oil","2030-2040",-0.00399558641119114,1534.5218452608,"HO15C","15C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_400","World","Total","2030-2040",0.0845576697327974,27670.539863334,"HO15C","15C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_400","World","Coal","2030-2040",-0.165487884828549,27670.539863334,"HO15C","15C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_400","World","Gas","2030-2040",-0.0217387235991399,27670.539863334,"HO15C","15C"
"IMAGE 3.0.1","CD-LINKS_NPi2020_400","World","Oil","2030-2040",-0.00304797899833379,27670.539863334,"HO15C","15C"
"IMAGE 3.0.1","IMA15-AGInt","R5ASIA","Total","2030-2040",0.191642057734864,11615.325737838,"LO15C","15C"
"IMAGE 3.0.1","IMA15-AGInt","R5ASIA","Coal","2030-2040",-0.202721401173592,11615.325737838,"LO15C","15C"
"IMAGE 3.0.1","IMA15-AGInt","R5ASIA","Gas","2030-2040",-0.105713621027451,11615.325737838,"LO15C","15C"
"IMAGE 3.0.1","IMA15-AGInt","R5ASIA","Oil","2030-2040",-0.0144953022911038,11615.325737838,"LO15C","15C"
"IMAGE 3.0.1","IMA15-AGInt","R5LAM","Total","2030-2040",0.267109857906526,2197.611928224,"LO15C","15C"
"IMAGE 3.0.1","IMA15-AGInt","R5LAM","Coal","2030-2040",-0.0325863195862216,2197.611928224,"LO15C","15C"
"IMAGE 3.0.1","IMA15-AGInt","R5LAM","Gas","2030-2040",-0.0384277541788953,2197.611928224,"LO15C","15C"
"IMAGE 3.0.1","IMA15-AGInt","R5LAM","Oil","2030-2040",-0.038450961906859,2197.611928224,"LO15C","15C"
"IMAGE 3.0.1","IMA15-AGInt","R5MAF","Total","2030-2040",0.34653852396756,2461.8561724614,"LO15C","15C"
"IMAGE 3.0.1","IMA15-AGInt","R5MAF","Coal","2030-2040",-0.0438190781528653,2461.8561724614,"LO15C","15C"
"IMAGE 3.0.1","IMA15-AGInt","R5MAF","Gas","2030-2040",0.0809428432824194,2461.8561724614,"LO15C","15C"
"IMAGE 3.0.1","IMA15-AGInt","R5MAF","Oil","2030-2040",-0.0542010556503752,2461.8561724614,"LO15C","15C"
"IMAGE 3.0.1","IMA15-AGInt","R5OECD90+EU","Total","2030-2040",0.0918503945650645,9448.49524971,"LO15C","15C"
"IMAGE 3.0.1","IMA15-AGInt","R5OECD90+EU","Coal","2030-2040",-0.0447673476753013,9448.49524971,"LO15C","15C"
"IMAGE 3.0.1","IMA15-AGInt","R5OECD90+EU","Gas","2030-2040",-0.0953186653164103,9448.49524971,"LO15C","15C"
"IMAGE 3.0.1","IMA15-AGInt","R5OECD90+EU","Oil","2030-2040",-0.00513016553626227,9448.49524971,"LO15C","15C"
"IMAGE 3.0.1","IMA15-AGInt","R5REF","Total","2030-2040",0.0544409655304503,1475.6771469504,"LO15C","15C"
"IMAGE 3.0.1","IMA15-AGInt","R5REF","Coal","2030-2040",-0.0370390369137004,1475.6771469504,"LO15C","15C"
"IMAGE 3.0.1","IMA15-AGInt","R5REF","Gas","2030-2040",-0.00107934021441718,1475.6771469504,"LO15C","15C"
"IMAGE 3.0.1","IMA15-AGInt","R5REF","Oil","2030-2040",-0.00343640194352786,1475.6771469504,"LO15C","15C"
"IMAGE 3.0.1","IMA15-AGInt","World","Total","2030-2040",0.169649656287694,27198.962661009,"LO15C","15C"
"IMAGE 3.0.1","IMA15-AGInt","World","Coal","2030-2040",-0.110732306567705,27198.962661009,"LO15C","15C"
"IMAGE 3.0.1","IMA15-AGInt","World","Gas","2030-2040",-0.0740943705741768,27198.962661009,"LO15C","15C"
"IMAGE 3.0.1","IMA15-AGInt","World","Oil","2030-2040",-0.0161714382716787,27198.962661009,"LO15C","15C"
"IMAGE 3.0.1","IMA15-Def","R5ASIA","Total","2030-2040",0.207383529944949,11764.501458441,"LO15C","15C"
"IMAGE 3.0.1","IMA15-Def","R5ASIA","Coal","2030-2040",-0.206409406472647,11764.501458441,"LO15C","15C"
"IMAGE 3.0.1","IMA15-Def","R5ASIA","Gas","2030-2040",-0.12337514276811,11764.501458441,"LO15C","15C"
"IMAGE 3.0.1","IMA15-Def","R5ASIA","Oil","2030-2040",-0.0138387701650704,11764.501458441,"LO15C","15C"
"IMAGE 3.0.1","IMA15-Def","R5LAM","Total","2030-2040",0.28131620251409,2216.8982887872,"LO15C","15C"
"IMAGE 3.0.1","IMA15-Def","R5LAM","Coal","2030-2040",-0.0324511502840109,2216.8982887872,"LO15C","15C"
"IMAGE 3.0.1","IMA15-Def","R5LAM","Gas","2030-2040",-0.0468912068086216,2216.8982887872,"LO15C","15C"
"IMAGE 3.0.1","IMA15-Def","R5LAM","Oil","2030-2040",-0.0377350762732399,2216.8982887872,"LO15C","15C"
"IMAGE 3.0.1","IMA15-Def","R5MAF","Total","2030-2040",0.355875030118989,2480.9343391482,"LO15C","15C"
"IMAGE 3.0.1","IMA15-Def","R5MAF","Coal","2030-2040",-0.0423021195717066,2480.9343391482,"LO15C","15C"
"IMAGE 3.0.1","IMA15-Def","R5MAF","Gas","2030-2040",-0.0275030539608022,2480.9343391482,"LO15C","15C"
"IMAGE 3.0.1","IMA15-Def","R5MAF","Oil","2030-2040",-0.0531755490573341,2480.9343391482,"LO15C","15C"
